instance=73,n=200,m=10,d=3,type=B1
BinType:1, cost=601
Link 2733: itemNo1=69, itemNo2=142, cost=22
Link 2734: itemNo1=69, itemNo2=143, cost=63
Link 2735: itemNo1=69, itemNo2=156, cost=52
Link 2736: itemNo1=69, itemNo2=157, cost=82
Link 2737: itemNo1=69, itemNo2=162, cost=69
Link 2738: itemNo1=69, itemNo2=163, cost=15
Link 2739: itemNo1=69, itemNo2=172, cost=62
Link 2740: itemNo1=69, itemNo2=173, cost=40
Link 2741: itemNo1=69, itemNo2=182, cost=81
Link 2742: itemNo1=69, itemNo2=184, cost=60
Link 2743: itemNo1=69, itemNo2=191, cost=5
Link 2744: itemNo1=69, itemNo2=198, cost=48
Link 2745: itemNo1=70, itemNo2=13, cost=95
Link 2746: itemNo1=70, itemNo2=16, cost=34
Link 2747: itemNo1=70, itemNo2=18, cost=92
Link 2748: itemNo1=70, itemNo2=40, cost=19
Link 2749: itemNo1=70, itemNo2=52, cost=31
Link 2750: itemNo1=70, itemNo2=62, cost=32
Link 2751: itemNo1=70, itemNo2=72, cost=34
Link 2752: itemNo1=70, itemNo2=77, cost=89
Link 2753: itemNo1=70, itemNo2=80, cost=39
Link 2754: itemNo1=70, itemNo2=86, cost=64
Link 2755: itemNo1=70, itemNo2=87, cost=10
Link 2756: itemNo1=70, itemNo2=101, cost=53
Link 2757: itemNo1=70, itemNo2=107, cost=66
Link 2758: itemNo1=70, itemNo2=112, cost=28
Link 2759: itemNo1=70, itemNo2=114, cost=45
Link 2760: itemNo1=70, itemNo2=123, cost=14
Link 2761: itemNo1=70, itemNo2=128, cost=42
Link 2762: itemNo1=70, itemNo2=135, cost=37
Link 2763: itemNo1=70, itemNo2=136, cost=8
Link 2764: itemNo1=70, itemNo2=138, cost=63
Link 2765: itemNo1=70, itemNo2=140, cost=42
Link 2766: itemNo1=70, itemNo2=143, cost=5
Link 2767: itemNo1=70, itemNo2=152, cost=7
Link 2768: itemNo1=70, itemNo2=157, cost=48
Link 2769: itemNo1=70, itemNo2=160, cost=89
Link 2770: itemNo1=70, itemNo2=162, cost=6
Link 2771: itemNo1=70, itemNo2=165, cost=52
Link 2772: itemNo1=70, itemNo2=171, cost=55
Link 2773: itemNo1=70, itemNo2=174, cost=48
Link 2774: itemNo1=70, itemNo2=180, cost=4
Link 2775: itemNo1=70, itemNo2=185, cost=79
Link 2776: itemNo1=70, itemNo2=187, cost=69
Link 2777: itemNo1=70, itemNo2=188, cost=77
Link 2778: itemNo1=70, itemNo2=194, cost=85
Link 2779: itemNo1=71, itemNo2=1, cost=49
Link 2780: itemNo1=71, itemNo2=4, cost=89
Link 2781: itemNo1=71, itemNo2=8, cost=14
Link 2782: itemNo1=71, itemNo2=9, cost=38
Link 2783: itemNo1=71, itemNo2=17, cost=3
Link 2784: itemNo1=71, itemNo2=19, cost=80
Link 2785: itemNo1=71, itemNo2=20, cost=41
Link 2786: itemNo1=71, itemNo2=23, cost=17
Link 2787: itemNo1=71, itemNo2=27, cost=19
Link 2788: itemNo1=71, itemNo2=39, cost=33
Link 2789: itemNo1=71, itemNo2=40, cost=81
Link 2790: itemNo1=71, itemNo2=44, cost=21
Link 2791: itemNo1=71, itemNo2=46, cost=25
Link 2792: itemNo1=71, itemNo2=53, cost=43
Link 2793: itemNo1=71, itemNo2=54, cost=8
Link 2794: itemNo1=71, itemNo2=62, cost=14
Link 2795: itemNo1=71, itemNo2=67, cost=69
Link 2796: itemNo1=71, itemNo2=70, cost=94
Link 2797: itemNo1=71, itemNo2=77, cost=58
Link 2798: itemNo1=71, itemNo2=80, cost=11
Link 2799: itemNo1=71, itemNo2=82, cost=37
Link 2800: itemNo1=71, itemNo2=87, cost=50
Link 2801: itemNo1=71, itemNo2=100, cost=65
Link 2802: itemNo1=71, itemNo2=104, cost=25
Link 2803: itemNo1=71, itemNo2=106, cost=14
Link 2804: itemNo1=71, itemNo2=116, cost=45
Link 2805: itemNo1=71, itemNo2=117, cost=44
Link 2806: itemNo1=71, itemNo2=135, cost=90
Link 2807: itemNo1=71, itemNo2=137, cost=29
Link 2808: itemNo1=71, itemNo2=139, cost=53
Link 2809: itemNo1=71, itemNo2=147, cost=53
Link 2810: itemNo1=71, itemNo2=148, cost=62
Link 2811: itemNo1=71, itemNo2=150, cost=16
Link 2812: itemNo1=71, itemNo2=154, cost=9
Link 2813: itemNo1=71, itemNo2=156, cost=94
Link 2814: itemNo1=71, itemNo2=157, cost=11
Link 2815: itemNo1=71, itemNo2=159, cost=30
Link 2816: itemNo1=71, itemNo2=160, cost=13
Link 2817: itemNo1=71, itemNo2=161, cost=17
Link 2818: itemNo1=71, itemNo2=162, cost=2
Link 2819: itemNo1=71, itemNo2=168, cost=46
Link 2820: itemNo1=71, itemNo2=171, cost=84
Link 2821: itemNo1=71, itemNo2=180, cost=82
Link 2822: itemNo1=71, itemNo2=184, cost=13
Link 2823: itemNo1=71, itemNo2=196, cost=73
Link 2824: itemNo1=71, itemNo2=199, cost=42
Link 2825: itemNo1=72, itemNo2=5, cost=5
Link 2826: itemNo1=72, itemNo2=6, cost=54
Link 2827: itemNo1=72, itemNo2=10, cost=47
Link 2828: itemNo1=72, itemNo2=15, cost=33
Link 2829: itemNo1=72, itemNo2=17, cost=93
Link 2830: itemNo1=72, itemNo2=18, cost=13
Link 2831: itemNo1=72, itemNo2=20, cost=61
Link 2832: itemNo1=72, itemNo2=28, cost=9
Link 2833: itemNo1=72, itemNo2=32, cost=78
Link 2834: itemNo1=72, itemNo2=37, cost=49
Link 2835: itemNo1=72, itemNo2=46, cost=84
Link 2836: itemNo1=72, itemNo2=48, cost=92
Link 2837: itemNo1=72, itemNo2=55, cost=39
Link 2838: itemNo1=72, itemNo2=58, cost=92
Link 2839: itemNo1=72, itemNo2=59, cost=80
Link 2840: itemNo1=72, itemNo2=60, cost=52
Link 2841: itemNo1=72, itemNo2=61, cost=6
Link 2842: itemNo1=72, itemNo2=62, cost=70
Link 2843: itemNo1=72, itemNo2=69, cost=16
Link 2844: itemNo1=72, itemNo2=76, cost=28
Link 2845: itemNo1=72, itemNo2=88, cost=40
Link 2846: itemNo1=72, itemNo2=89, cost=48
Link 2847: itemNo1=72, itemNo2=91, cost=2
Link 2848: itemNo1=72, itemNo2=98, cost=96
Link 2849: itemNo1=72, itemNo2=100, cost=99
Link 2850: itemNo1=72, itemNo2=106, cost=25
Link 2851: itemNo1=72, itemNo2=108, cost=46
Link 2852: itemNo1=72, itemNo2=112, cost=34
Link 2853: itemNo1=72, itemNo2=115, cost=86
Link 2854: itemNo1=72, itemNo2=120, cost=84
Link 2855: itemNo1=72, itemNo2=121, cost=7
Link 2856: itemNo1=72, itemNo2=127, cost=10
Link 2857: itemNo1=72, itemNo2=132, cost=43
Link 2858: itemNo1=72, itemNo2=154, cost=65
Link 2859: itemNo1=72, itemNo2=157, cost=45
Link 2860: itemNo1=72, itemNo2=162, cost=18
Link 2861: itemNo1=72, itemNo2=164, cost=42
Link 2862: itemNo1=72, itemNo2=166, cost=70
Link 2863: itemNo1=72, itemNo2=170, cost=69
Link 2864: itemNo1=72, itemNo2=171, cost=2
Link 2865: itemNo1=72, itemNo2=181, cost=91
Link 2866: itemNo1=72, itemNo2=182, cost=81
Link 2867: itemNo1=72, itemNo2=183, cost=30
Link 2868: itemNo1=72, itemNo2=184, cost=42
Link 2869: itemNo1=72, itemNo2=188, cost=12
Link 2870: itemNo1=72, itemNo2=191, cost=69
Link 2871: itemNo1=72, itemNo2=192, cost=55
Link 2872: itemNo1=72, itemNo2=194, cost=31
Link 2873: itemNo1=73, itemNo2=10, cost=81
Link 2874: itemNo1=73, itemNo2=14, cost=55
Link 2875: itemNo1=73, itemNo2=15, cost=69
Link 2876: itemNo1=73, itemNo2=16, cost=35
Link 2877: itemNo1=73, itemNo2=18, cost=14
Link 2878: itemNo1=73, itemNo2=20, cost=34
Link 2879: itemNo1=73, itemNo2=27, cost=25
Link 2880: itemNo1=73, itemNo2=29, cost=7
Link 2881: itemNo1=73, itemNo2=31, cost=29
Link 2882: itemNo1=73, itemNo2=52, cost=46
Link 2883: itemNo1=73, itemNo2=58, cost=22
Link 2884: itemNo1=73, itemNo2=65, cost=49
Link 2885: itemNo1=73, itemNo2=67, cost=13
Link 2886: itemNo1=73, itemNo2=89, cost=75
Link 2887: itemNo1=73, itemNo2=93, cost=18
Link 2888: itemNo1=73, itemNo2=95, cost=67
Link 2889: itemNo1=73, itemNo2=96, cost=32
Link 2890: itemNo1=73, itemNo2=98, cost=2
Link 2891: itemNo1=73, itemNo2=104, cost=68
Link 2892: itemNo1=73, itemNo2=110, cost=25
Link 2893: itemNo1=73, itemNo2=114, cost=75
Link 2894: itemNo1=73, itemNo2=115, cost=64
Link 2895: itemNo1=73, itemNo2=116, cost=57
Link 2896: itemNo1=73, itemNo2=127, cost=90
Link 2897: itemNo1=73, itemNo2=130, cost=1
Link 2898: itemNo1=73, itemNo2=135, cost=67
Link 2899: itemNo1=73, itemNo2=137, cost=41
Link 2900: itemNo1=73, itemNo2=140, cost=45
Link 2901: itemNo1=73, itemNo2=147, cost=33
Link 2902: itemNo1=73, itemNo2=159, cost=92
Link 2903: itemNo1=73, itemNo2=161, cost=3
Link 2904: itemNo1=73, itemNo2=165, cost=16
Link 2905: itemNo1=73, itemNo2=171, cost=51
Link 2906: itemNo1=73, itemNo2=172, cost=15
Link 2907: itemNo1=73, itemNo2=180, cost=58
Link 2908: itemNo1=73, itemNo2=185, cost=30
Link 2909: itemNo1=73, itemNo2=191, cost=10
Link 2910: itemNo1=73, itemNo2=195, cost=43
Link 2911: itemNo1=74, itemNo2=4, cost=58
Link 2912: itemNo1=74, itemNo2=25, cost=72
Link 2913: itemNo1=74, itemNo2=28, cost=49
Link 2914: itemNo1=74, itemNo2=32, cost=38
Link 2915: itemNo1=74, itemNo2=34, cost=89
Link 2916: itemNo1=74, itemNo2=47, cost=28
Link 2917: itemNo1=74, itemNo2=61, cost=32
Link 2918: itemNo1=74, itemNo2=62, cost=74
Link 2919: itemNo1=74, itemNo2=65, cost=75
Link 2920: itemNo1=74, itemNo2=66, cost=97
Link 2921: itemNo1=74, itemNo2=68, cost=87
Link 2922: itemNo1=74, itemNo2=71, cost=36
Link 2923: itemNo1=74, itemNo2=72, cost=35
Link 2924: itemNo1=74, itemNo2=75, cost=90
Link 2925: itemNo1=74, itemNo2=76, cost=25
Link 2926: itemNo1=74, itemNo2=86, cost=8
Link 2927: itemNo1=74, itemNo2=97, cost=6
Link 2928: itemNo1=74, itemNo2=109, cost=61
Link 2929: itemNo1=74, itemNo2=115, cost=92
Link 2930: itemNo1=74, itemNo2=118, cost=76
Link 2931: itemNo1=74, itemNo2=122, cost=80
Link 2932: itemNo1=74, itemNo2=124, cost=26
Link 2933: itemNo1=74, itemNo2=137, cost=19
Link 2934: itemNo1=74, itemNo2=140, cost=63
Link 2935: itemNo1=74, itemNo2=141, cost=86
Link 2936: itemNo1=74, itemNo2=142, cost=1
Link 2937: itemNo1=74, itemNo2=143, cost=34
Link 2938: itemNo1=74, itemNo2=146, cost=87
Link 2939: itemNo1=74, itemNo2=149, cost=51
Link 2940: itemNo1=74, itemNo2=150, cost=23
Link 2941: itemNo1=74, itemNo2=155, cost=67
Link 2942: itemNo1=74, itemNo2=158, cost=14
Link 2943: itemNo1=74, itemNo2=163, cost=40
Link 2944: itemNo1=74, itemNo2=168, cost=37
Link 2945: itemNo1=74, itemNo2=172, cost=50
Link 2946: itemNo1=74, itemNo2=198, cost=70
Link 2947: itemNo1=75, itemNo2=1, cost=84
Link 2948: itemNo1=75, itemNo2=4, cost=94
Link 2949: itemNo1=75, itemNo2=5, cost=16
Link 2950: itemNo1=75, itemNo2=21, cost=13
Link 2951: itemNo1=75, itemNo2=31, cost=58
Link 2952: itemNo1=75, itemNo2=35, cost=26
Link 2953: itemNo1=75, itemNo2=40, cost=25
Link 2954: itemNo1=75, itemNo2=51, cost=50
Link 2955: itemNo1=75, itemNo2=53, cost=97
Link 2956: itemNo1=75, itemNo2=55, cost=23
Link 2957: itemNo1=75, itemNo2=64, cost=52
Link 2958: itemNo1=75, itemNo2=65, cost=89
Link 2959: itemNo1=75, itemNo2=71, cost=75
Link 2960: itemNo1=75, itemNo2=77, cost=6
Link 2961: itemNo1=75, itemNo2=79, cost=85
Link 2962: itemNo1=75, itemNo2=99, cost=75
Link 2963: itemNo1=75, itemNo2=101, cost=71
Link 2964: itemNo1=75, itemNo2=107, cost=79
Link 2965: itemNo1=75, itemNo2=110, cost=66
Link 2966: itemNo1=75, itemNo2=112, cost=4
Link 2967: itemNo1=75, itemNo2=114, cost=9
Link 2968: itemNo1=75, itemNo2=115, cost=59
Link 2969: itemNo1=75, itemNo2=116, cost=20
Link 2970: itemNo1=75, itemNo2=117, cost=4
Link 2971: itemNo1=75, itemNo2=123, cost=34
Link 2972: itemNo1=75, itemNo2=128, cost=30
Link 2973: itemNo1=75, itemNo2=134, cost=99
Link 2974: itemNo1=75, itemNo2=137, cost=60
Link 2975: itemNo1=75, itemNo2=140, cost=89
Link 2976: itemNo1=75, itemNo2=141, cost=14
Link 2977: itemNo1=75, itemNo2=143, cost=30
Link 2978: itemNo1=75, itemNo2=150, cost=35
Link 2979: itemNo1=75, itemNo2=153, cost=23
Link 2980: itemNo1=75, itemNo2=159, cost=5
Link 2981: itemNo1=75, itemNo2=160, cost=70
Link 2982: itemNo1=75, itemNo2=163, cost=6
Link 2983: itemNo1=75, itemNo2=167, cost=21
Link 2984: itemNo1=75, itemNo2=176, cost=8
Link 2985: itemNo1=75, itemNo2=178, cost=46
Link 2986: itemNo1=75, itemNo2=184, cost=49
Link 2987: itemNo1=75, itemNo2=199, cost=76
Link 2988: itemNo1=76, itemNo2=6, cost=18
Link 2989: itemNo1=76, itemNo2=11, cost=62
Link 2990: itemNo1=76, itemNo2=36, cost=16
Link 2991: itemNo1=76, itemNo2=47, cost=79
Link 2992: itemNo1=76, itemNo2=54, cost=91
Link 2993: itemNo1=76, itemNo2=56, cost=37
Link 2994: itemNo1=76, itemNo2=81, cost=84
Link 2995: itemNo1=76, itemNo2=83, cost=31
Link 2996: itemNo1=76, itemNo2=88, cost=79
Link 2997: itemNo1=76, itemNo2=98, cost=63
Link 2998: itemNo1=76, itemNo2=102, cost=61
Link 2999: itemNo1=76, itemNo2=113, cost=60
Link 3000: itemNo1=76, itemNo2=114, cost=68
Link 3001: itemNo1=76, itemNo2=128, cost=91
Link 3002: itemNo1=76, itemNo2=136, cost=79
Link 3003: itemNo1=76, itemNo2=139, cost=25
Link 3004: itemNo1=76, itemNo2=146, cost=57
Link 3005: itemNo1=76, itemNo2=150, cost=76
Link 3006: itemNo1=76, itemNo2=151, cost=47
Link 3007: itemNo1=76, itemNo2=153, cost=56
Link 3008: itemNo1=76, itemNo2=160, cost=31
Link 3009: itemNo1=76, itemNo2=171, cost=87
Link 3010: itemNo1=76, itemNo2=175, cost=93
Link 3011: itemNo1=76, itemNo2=179, cost=54
Link 3012: itemNo1=76, itemNo2=184, cost=81
Link 3013: itemNo1=76, itemNo2=187, cost=52
Link 3014: itemNo1=76, itemNo2=189, cost=7
Link 3015: itemNo1=76, itemNo2=191, cost=2
Link 3016: itemNo1=76, itemNo2=198, cost=29
Link 3017: itemNo1=77, itemNo2=5, cost=48
Link 3018: itemNo1=77, itemNo2=6, cost=36
Link 3019: itemNo1=77, itemNo2=16, cost=91
Link 3020: itemNo1=77, itemNo2=17, cost=18
Link 3021: itemNo1=77, itemNo2=21, cost=67
Link 3022: itemNo1=77, itemNo2=27, cost=49
Link 3023: itemNo1=77, itemNo2=28, cost=42
Link 3024: itemNo1=77, itemNo2=36, cost=98
Link 3025: itemNo1=77, itemNo2=37, cost=4
Link 3026: itemNo1=77, itemNo2=39, cost=12
Link 3027: itemNo1=77, itemNo2=40, cost=29
Link 3028: itemNo1=77, itemNo2=42, cost=38
Link 3029: itemNo1=77, itemNo2=46, cost=69
Link 3030: itemNo1=77, itemNo2=48, cost=29
Link 3031: itemNo1=77, itemNo2=53, cost=1
Link 3032: itemNo1=77, itemNo2=60, cost=71
Link 3033: itemNo1=77, itemNo2=65, cost=52
Link 3034: itemNo1=77, itemNo2=81, cost=35
Link 3035: itemNo1=77, itemNo2=96, cost=28
Link 3036: itemNo1=77, itemNo2=98, cost=38
Link 3037: itemNo1=77, itemNo2=100, cost=36
Link 3038: itemNo1=77, itemNo2=108, cost=91
Link 3039: itemNo1=77, itemNo2=120, cost=61
Link 3040: itemNo1=77, itemNo2=125, cost=8
Link 3041: itemNo1=77, itemNo2=136, cost=52
Link 3042: itemNo1=77, itemNo2=137, cost=61
Link 3043: itemNo1=77, itemNo2=141, cost=92
Link 3044: itemNo1=77, itemNo2=145, cost=81
Link 3045: itemNo1=77, itemNo2=146, cost=35
Link 3046: itemNo1=77, itemNo2=150, cost=21
Link 3047: itemNo1=77, itemNo2=153, cost=99
Link 3048: itemNo1=77, itemNo2=159, cost=18
Link 3049: itemNo1=77, itemNo2=163, cost=70
Link 3050: itemNo1=77, itemNo2=172, cost=7
Link 3051: itemNo1=77, itemNo2=173, cost=46
Link 3052: itemNo1=77, itemNo2=174, cost=26
Link 3053: itemNo1=77, itemNo2=177, cost=66
Link 3054: itemNo1=77, itemNo2=180, cost=70
Link 3055: itemNo1=77, itemNo2=184, cost=51
Link 3056: itemNo1=77, itemNo2=188, cost=98
Link 3057: itemNo1=77, itemNo2=194, cost=36
Link 3058: itemNo1=77, itemNo2=196, cost=83
Link 3059: itemNo1=77, itemNo2=197, cost=33
Link 3060: itemNo1=78, itemNo2=2, cost=76
Link 3061: itemNo1=78, itemNo2=15, cost=99
Link 3062: itemNo1=78, itemNo2=18, cost=32
Link 3063: itemNo1=78, itemNo2=21, cost=55
Link 3064: itemNo1=78, itemNo2=23, cost=18
Link 3065: itemNo1=78, itemNo2=27, cost=1
Link 3066: itemNo1=78, itemNo2=59, cost=38
Link 3067: itemNo1=78, itemNo2=63, cost=17
Link 3068: itemNo1=78, itemNo2=73, cost=35
Link 3069: itemNo1=78, itemNo2=74, cost=97
Link 3070: itemNo1=78, itemNo2=80, cost=80
Link 3071: itemNo1=78, itemNo2=84, cost=1
Link 3072: itemNo1=78, itemNo2=86, cost=79
Link 3073: itemNo1=78, itemNo2=88, cost=26
Link 3074: itemNo1=78, itemNo2=116, cost=91
Link 3075: itemNo1=78, itemNo2=118, cost=25
Link 3076: itemNo1=78, itemNo2=119, cost=32
Link 3077: itemNo1=78, itemNo2=126, cost=72
Link 3078: itemNo1=78, itemNo2=131, cost=65
Link 3079: itemNo1=78, itemNo2=147, cost=10
Link 3080: itemNo1=78, itemNo2=150, cost=92
Link 3081: itemNo1=78, itemNo2=163, cost=51
Link 3082: itemNo1=78, itemNo2=171, cost=83
Link 3083: itemNo1=78, itemNo2=177, cost=53
Link 3084: itemNo1=78, itemNo2=183, cost=42
Link 3085: itemNo1=78, itemNo2=185, cost=94
Link 3086: itemNo1=78, itemNo2=192, cost=67
Link 3087: itemNo1=79, itemNo2=5, cost=97
Link 3088: itemNo1=79, itemNo2=22, cost=38
Link 3089: itemNo1=79, itemNo2=23, cost=55
Link 3090: itemNo1=79, itemNo2=25, cost=96
Link 3091: itemNo1=79, itemNo2=28, cost=57
Link 3092: itemNo1=79, itemNo2=32, cost=87
Link 3093: itemNo1=79, itemNo2=36, cost=11
Link 3094: itemNo1=79, itemNo2=37, cost=87
Link 3095: itemNo1=79, itemNo2=43, cost=45
Link 3096: itemNo1=79, itemNo2=44, cost=90
Link 3097: itemNo1=79, itemNo2=45, cost=67
Link 3098: itemNo1=79, itemNo2=47, cost=51
Link 3099: itemNo1=79, itemNo2=56, cost=25
Link 3100: itemNo1=79, itemNo2=59, cost=72
Link 3101: itemNo1=79, itemNo2=62, cost=6
Link 3102: itemNo1=79, itemNo2=64, cost=97
Link 3103: itemNo1=79, itemNo2=69, cost=13
Link 3104: itemNo1=79, itemNo2=71, cost=40
Link 3105: itemNo1=79, itemNo2=76, cost=85
Link 3106: itemNo1=79, itemNo2=78, cost=2
Link 3107: itemNo1=79, itemNo2=92, cost=90
Link 3108: itemNo1=79, itemNo2=108, cost=75
Link 3109: itemNo1=79, itemNo2=110, cost=69
Link 3110: itemNo1=79, itemNo2=115, cost=29
Link 3111: itemNo1=79, itemNo2=119, cost=13
Link 3112: itemNo1=79, itemNo2=120, cost=80
Link 3113: itemNo1=79, itemNo2=127, cost=8
Link 3114: itemNo1=79, itemNo2=129, cost=58
Link 3115: itemNo1=79, itemNo2=143, cost=56
Link 3116: itemNo1=79, itemNo2=146, cost=85
Link 3117: itemNo1=79, itemNo2=147, cost=79
Link 3118: itemNo1=79, itemNo2=151, cost=84
Link 3119: itemNo1=79, itemNo2=157, cost=57
Link 3120: itemNo1=79, itemNo2=160, cost=23
Link 3121: itemNo1=79, itemNo2=174, cost=27
Link 3122: itemNo1=79, itemNo2=175, cost=64
Link 3123: itemNo1=79, itemNo2=182, cost=31
Link 3124: itemNo1=79, itemNo2=192, cost=88
Link 3125: itemNo1=79, itemNo2=195, cost=44
Link 3126: itemNo1=80, itemNo2=4, cost=71
Link 3127: itemNo1=80, itemNo2=10, cost=74
Link 3128: itemNo1=80, itemNo2=11, cost=85
Link 3129: itemNo1=80, itemNo2=12, cost=29
Link 3130: itemNo1=80, itemNo2=13, cost=39
Link 3131: itemNo1=80, itemNo2=15, cost=19
Link 3132: itemNo1=80, itemNo2=19, cost=34
Link 3133: itemNo1=80, itemNo2=20, cost=35
Link 3134: itemNo1=80, itemNo2=22, cost=93
Link 3135: itemNo1=80, itemNo2=25, cost=41
Link 3136: itemNo1=80, itemNo2=30, cost=94
Link 3137: itemNo1=80, itemNo2=32, cost=31
Link 3138: itemNo1=80, itemNo2=33, cost=33
Link 3139: itemNo1=80, itemNo2=40, cost=44
Link 3140: itemNo1=80, itemNo2=43, cost=35
Link 3141: itemNo1=80, itemNo2=44, cost=99
Link 3142: itemNo1=80, itemNo2=45, cost=15
Link 3143: itemNo1=80, itemNo2=55, cost=97
Link 3144: itemNo1=80, itemNo2=66, cost=16
Link 3145: itemNo1=80, itemNo2=72, cost=67
Link 3146: itemNo1=80, itemNo2=82, cost=96
Link 3147: itemNo1=80, itemNo2=83, cost=12
Link 3148: itemNo1=80, itemNo2=84, cost=8
Link 3149: itemNo1=80, itemNo2=96, cost=46
Link 3150: itemNo1=80, itemNo2=99, cost=60
Link 3151: itemNo1=80, itemNo2=104, cost=19
Link 3152: itemNo1=80, itemNo2=111, cost=88
Link 3153: itemNo1=80, itemNo2=113, cost=79
Link 3154: itemNo1=80, itemNo2=120, cost=71
Link 3155: itemNo1=80, itemNo2=127, cost=4
Link 3156: itemNo1=80, itemNo2=138, cost=89
Link 3157: itemNo1=80, itemNo2=156, cost=20
Link 3158: itemNo1=80, itemNo2=157, cost=76
Link 3159: itemNo1=80, itemNo2=167, cost=7
Link 3160: itemNo1=80, itemNo2=172, cost=58
Link 3161: itemNo1=80, itemNo2=178, cost=50
Link 3162: itemNo1=80, itemNo2=187, cost=12
Link 3163: itemNo1=80, itemNo2=192, cost=49
Link 3164: itemNo1=80, itemNo2=195, cost=73
Link 3165: itemNo1=81, itemNo2=8, cost=61
Link 3166: itemNo1=81, itemNo2=11, cost=91
Link 3167: itemNo1=81, itemNo2=15, cost=59
Link 3168: itemNo1=81, itemNo2=16, cost=87
Link 3169: itemNo1=81, itemNo2=19, cost=11
Link 3170: itemNo1=81, itemNo2=21, cost=39
Link 3171: itemNo1=81, itemNo2=28, cost=63
Link 3172: itemNo1=81, itemNo2=37, cost=60
Link 3173: itemNo1=81, itemNo2=42, cost=38
Link 3174: itemNo1=81, itemNo2=43, cost=21
Link 3175: itemNo1=81, itemNo2=61, cost=79
Link 3176: itemNo1=81, itemNo2=62, cost=18
Link 3177: itemNo1=81, itemNo2=68, cost=90
Link 3178: itemNo1=81, itemNo2=73, cost=71
Link 3179: itemNo1=81, itemNo2=74, cost=63
Link 3180: itemNo1=81, itemNo2=76, cost=43
Link 3181: itemNo1=81, itemNo2=78, cost=72
Link 3182: itemNo1=81, itemNo2=79, cost=49
Link 3183: itemNo1=81, itemNo2=82, cost=80
Link 3184: itemNo1=81, itemNo2=89, cost=15
Link 3185: itemNo1=81, itemNo2=95, cost=88
Link 3186: itemNo1=81, itemNo2=99, cost=84
Link 3187: itemNo1=81, itemNo2=107, cost=64
Link 3188: itemNo1=81, itemNo2=112, cost=67
Link 3189: itemNo1=81, itemNo2=116, cost=79
Link 3190: itemNo1=81, itemNo2=125, cost=58
Link 3191: itemNo1=81, itemNo2=126, cost=8
Link 3192: itemNo1=81, itemNo2=129, cost=41
Link 3193: itemNo1=81, itemNo2=133, cost=78
Link 3194: itemNo1=81, itemNo2=138, cost=99
Link 3195: itemNo1=81, itemNo2=139, cost=30
Link 3196: itemNo1=81, itemNo2=142, cost=2
Link 3197: itemNo1=81, itemNo2=145, cost=90
Link 3198: itemNo1=81, itemNo2=146, cost=63
Link 3199: itemNo1=81, itemNo2=152, cost=60
Link 3200: itemNo1=81, itemNo2=156, cost=24
Link 3201: itemNo1=81, itemNo2=160, cost=15
Link 3202: itemNo1=81, itemNo2=161, cost=5
Link 3203: itemNo1=81, itemNo2=162, cost=98
Link 3204: itemNo1=81, itemNo2=176, cost=65
Link 3205: itemNo1=81, itemNo2=180, cost=8
Link 3206: itemNo1=81, itemNo2=185, cost=63
Link 3207: itemNo1=81, itemNo2=192, cost=42
Link 3208: itemNo1=82, itemNo2=2, cost=35
Link 3209: itemNo1=82, itemNo2=6, cost=20
Link 3210: itemNo1=82, itemNo2=7, cost=25
Link 3211: itemNo1=82, itemNo2=10, cost=21
Link 3212: itemNo1=82, itemNo2=12, cost=14
Link 3213: itemNo1=82, itemNo2=15, cost=40
Link 3214: itemNo1=82, itemNo2=20, cost=29
Link 3215: itemNo1=82, itemNo2=22, cost=43
Link 3216: itemNo1=82, itemNo2=31, cost=94
Link 3217: itemNo1=82, itemNo2=60, cost=86
Link 3218: itemNo1=82, itemNo2=63, cost=59
Link 3219: itemNo1=82, itemNo2=74, cost=28
Link 3220: itemNo1=82, itemNo2=78, cost=59
Link 3221: itemNo1=82, itemNo2=84, cost=65
Link 3222: itemNo1=82, itemNo2=86, cost=7
Link 3223: itemNo1=82, itemNo2=87, cost=28
Link 3224: itemNo1=82, itemNo2=90, cost=98
Link 3225: itemNo1=82, itemNo2=93, cost=92
Link 3226: itemNo1=82, itemNo2=97, cost=77
Link 3227: itemNo1=82, itemNo2=102, cost=20
Link 3228: itemNo1=82, itemNo2=104, cost=71
Link 3229: itemNo1=82, itemNo2=111, cost=66
Link 3230: itemNo1=82, itemNo2=128, cost=65
Link 3231: itemNo1=82, itemNo2=131, cost=96
Link 3232: itemNo1=82, itemNo2=133, cost=99
Link 3233: itemNo1=82, itemNo2=134, cost=55
Link 3234: itemNo1=82, itemNo2=138, cost=77
Link 3235: itemNo1=82, itemNo2=140, cost=46
Link 3236: itemNo1=82, itemNo2=143, cost=77
Link 3237: itemNo1=82, itemNo2=146, cost=30
Link 3238: itemNo1=82, itemNo2=147, cost=18
Link 3239: itemNo1=82, itemNo2=158, cost=59
Link 3240: itemNo1=82, itemNo2=160, cost=59
Link 3241: itemNo1=82, itemNo2=166, cost=90
Link 3242: itemNo1=82, itemNo2=171, cost=86
Link 3243: itemNo1=82, itemNo2=177, cost=41
Link 3244: itemNo1=82, itemNo2=189, cost=89
Link 3245: itemNo1=82, itemNo2=193, cost=69
Link 3246: itemNo1=82, itemNo2=196, cost=69
Link 3247: itemNo1=82, itemNo2=198, cost=38
Link 3248: itemNo1=83, itemNo2=4, cost=88
Link 3249: itemNo1=83, itemNo2=9, cost=26
